LapNumber_mean,LapTime_mean,Sector1Time_mean,Sector2Time_mean,Sector3Time_mean,SpeedI1_mean,SpeedI2_mean,SpeedFL_mean,SpeedST_mean,Compound_mean,TyreLife_mean,FreshTyre_mean,LapNumber_max,LapTime_max,Sector1Time_max,Sector2Time_max,Sector3Time_max,SpeedI1_max,SpeedI2_max,SpeedFL_max,SpeedST_max,Compound_max,TyreLife_max,FreshTyre_max,LapNumber_min,LapTime_min,Sector1Time_min,Sector2Time_min,Sector3Time_min,SpeedI1_min,SpeedI2_min,SpeedFL_min,SpeedST_min,Compound_min,TyreLife_min,FreshTyre_min,LapNumber_std,LapTime_std,Sector1Time_std,Sector2Time_std,Sector3Time_std,SpeedI1_std,SpeedI2_std,SpeedFL_std,SpeedST_std,Compound_std,TyreLife_std,FreshTyre_std,Points
0.7513014346057171,0.4379306887632864,0.5855411023990936,0.40825945482509907,0.25340944099127755,0.47505020013315064,0.5361184647465497,0.7976747044543657,0.602344266673401,0.942861076690073,0.4795233711224795,0.7194809941520468,0.8527777777777777,0.9152984790856458,0.8635986226497693,0.8096446014660535,0.43938417649138634,0.7185185185185183,1.0,0.7777777777777773,0.6732026143790849,0.3333333333333333,0.5592592592592592,0.0,0.0,0.2551883418968484,0.36954312934666095,0.23267675631433113,0.21861951906541202,0.19065688068307832,0.2083896978859977,0.8358421736447808,0.5864684358945302,1.0,0.0,0.6666666666666666,0.8663521532768431,0.8164926595055441,0.7656924112739145,0.7289110662308868,0.3768578962808982,0.8021408601782322,0.7300170920443229,0.19999167351021815,0.3882040774744236,0.15894380161715474,0.47354980175941574,0.3791220959246476,0.0
0.3358399446092229,0.5901617129214533,0.549713095741974,0.6125000769889027,0.5291413179128505,0.3903256864702991,0.43773277972220487,0.4578202203350005,0.6010972668719105,0.5272924411400248,0.27551574375678617,0.7425775978407557,0.37962962962962954,0.8849638168777769,0.5706338128008986,0.8739539652996062,0.6466448423261265,0.48518518518518405,0.6195286195286206,0.31986531986531946,0.24575163398692842,0.3333333333333333,0.362962962962963,0.0,0.0,0.2782404018993236,0.482595633985967,0.26424345854866615,0.06258593923264637,0.32010458250166335,0.26527147821012703,0.4700890834969047,0.6271606590206201,0.6666666666666666,0.0,0.6666666666666666,0.46597686992788184,0.8586236240175508,0.5843293420123591,0.8850258695565184,0.5988563352877754,0.7623820252150267,0.7302795642090124,0.5304601708186916,0.35467478659551194,0.3163838475354541,0.3545887336936051,0.3678931494063018,10.0
0.65225997289457,0.3744304213939249,0.36158250389964347,0.3446788922038708,0.45498036080333293,0.5944721270108367,0.6755567459199883,0.5880387115287066,0.5862589379242539,0.4496059908699314,0.6034633304709089,0.7310116354234001,0.7435185185185186,0.6189772878177667,0.4027677699594355,0.49512402425037,0.7056183406380331,0.5648148148148143,0.36700336700336794,0.1952861952861961,0.30806100217864935,0.3333333333333333,0.6222222222222222,0.0,0.3333333333333333,0.5699765477445133,0.5377604080271668,0.6360018190934097,0.4865934449550977,0.3674768518518518,0.5361131004482639,0.9082605883350762,0.7649581971546434,0.5,0.6666666666666666,0.8333333333333334,0.7008743206309624,0.5074738383553439,0.3039652391127227,0.423924895990834,0.5341185561838179,0.5276605259952628,0.3136158440597668,0.09252388663552007,0.22460720752969535,0.470956976391759,0.5627696465374452,0.31462146816255837,0.0
0.5545498291102068,0.7115140835182596,0.8140012249743709,0.6227912327559713,0.673649882629889,0.2197517956000151,0.22488245758042438,0.4836305545065895,0.10264993026499318,0.6521189591078067,0.3418596023472473,0.8092948717948718,0.575925925925926,0.8248484457597517,0.8234247017602699,0.7107349053636058,0.7302650829556674,0.5962962962962948,0.5429292929292941,0.4848484848484868,0.2270152505446615,0.0,0.35555555555555557,0.0,0.3333333333333333,0.34151749719911706,0.3635447715864437,0.3389154753640291,0.2985120882913712,0.34421434907961856,0.33347921805787645,0.5482590598046837,0.17470260595868112,0.6666666666666666,0.16666666666666666,1.0,0.47865687762638287,0.7656614951793596,0.7154052597674917,0.6505106210526482,0.5885765799730023,0.7452359180815611,0.7017803743924148,0.4140796709012064,0.8394493411224774,0.2865762179086724,0.28247146215201785,0.20476838492249524,8.0
0.7562883206221026,0.31568057090195056,0.37524777818777927,0.2795523871321223,0.30402300314358016,0.7448522708682156,0.6865267498178347,0.7173590916594469,0.6021308413192202,0.4948368442792235,0.6287177110289983,0.6138663967611336,0.7268518518518517,0.40451018741246303,0.27869771820631833,0.34100653619429017,0.3269541197967274,0.6648148148148133,0.482323232323233,0.4107744107744106,0.5071895424836596,0.3333333333333333,0.5444444444444444,0.0,0.6666666666666666,0.42385954070335313,0.3818097630717882,0.41115347984641676,0.5152590743777985,0.7003787563761366,0.6460040847722871,0.928186846063941,0.6991899861866083,0.6666666666666666,0.5,1.0,0.5139679855398563,0.3600315005889632,0.27290600628498013,0.2964605056083592,0.2710000809064681,0.27103122750009057,0.27829204109137,0.0826117944516568,0.3282591596391146,0.2641962616884084,0.44903107993231833,0.04910330973182242,1.0
0.6985200408076211,0.8555465830951667,0.7699049400931038,0.8279828094099185,0.9123045211617035,0.02708530793803643,0.2484660727823044,0.2955603703731417,0.4727771717134443,0.8703015282940934,0.5081466446939991,0.5618386243386243,0.8101851851851851,0.8839873597910985,0.5584559463650203,0.8308582975885425,0.8219999120030449,0.6648148148148133,0.9116161616161627,0.7676767676767682,0.7050108932461884,0.3333333333333333,0.5037037037037037,0.0,0.5,0.4443590484816049,0.42471635945139496,0.365411518996563,0.46053220492367924,0.07117015968063872,0.2690910055436195,0.3276958522768579,0.5207634483716282,1.0,0.5,0.8333333333333334,0.7005717332371817,0.9010064064139102,0.586386273472439,0.844681454029903,0.7889165880689432,0.9312882868337432,0.7933587074423579,0.7784870840117124,0.4880810120990025,0.1320170003919804,0.38971640521359147,0.36750813332002014,2.0
0.363643848790463,0.553768626417294,0.5747282476462069,0.5385642831672374,0.48764133197298803,0.6258496050191646,0.3798666297518478,0.68621440749939,0.5110753794401961,0.598372197814577,0.35505009890286027,0.8163798920377867,0.5009259259259259,0.7059225210705723,0.588414652061256,0.6660897985410319,0.6016544571407795,0.7462962962962969,0.7491582491582491,0.7845117845117878,0.6030501089324621,0.3333333333333333,0.4259259259259259,0.0,0.0,0.33313796284304686,0.42930742201060096,0.3450566940066331,0.2676839125672714,0.5259983505211799,0.16187899525211533,0.7858260495132005,0.5460251606256797,0.6666666666666666,0.0,0.6666666666666666,0.5372844374231405,0.6281504272030345,0.5106075342509698,0.6046684281082965,0.49409545835605045,0.43027030082724815,0.6794331533879184,0.27054686377861925,0.46914319602441684,0.3229843202007319,0.41713600159764463,0.4024684496285686,6.0
0.4892920707766371,0.5509210280103853,0.7211734770345372,0.5142362188873125,0.32354790475599654,0.3812670813014984,0.5003784670508745,0.498707487879507,0.18730777460678416,0.5873737373737374,0.4728228015729406,0.8176227474795587,0.5453703703703704,0.9948431144683324,0.9175935133685633,0.9032614069398325,0.6133290715348159,0.35555555555555546,0.48063973063973126,0.2996632996633011,0.21917211328975958,0.3333333333333333,0.5481481481481482,0.0,0.0,0.47717696346919897,0.5188489916979186,0.5052714605884532,0.4074182644598956,0.21417754768241296,0.2953767804567518,0.614172832049927,0.12566524276472846,0.5,0.3333333333333333,1.0,0.5053973508447566,0.9134347257564893,0.8856700773446358,0.8052891597692434,0.43145479769768125,0.7580561948103526,0.6335943845088039,0.4030249709537265,0.824834503566131,0.5104939983583211,0.7940867943328347,0.17672481436959628,0.0
0.5994760622957124,0.28523608867556555,0.2993564696447704,0.2778749500025592,0.26815203254511505,0.7187821480188427,0.6179680790515129,0.6441063863216007,0.47754432259125723,0.7291733050097363,0.40508678467090564,0.6333333333333333,0.41111111111111104,0.6207994776063975,0.43547712550760714,0.5636874733106745,0.4884152034731708,0.6888888888888877,0.640572390572391,0.11111111111111072,0.17647058823529468,0.3333333333333333,0.362962962962963,0.0,0.8333333333333334,0.0,0.0981595092024558,0.0,0.03643216080401975,0.5798073990907074,0.37518898702952175,0.9154120601047976,0.4491415710378807,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.34154607914279195,0.6211238787981145,0.4507580783000856,0.5815331793948829,0.4911284029380592,0.46822432609931636,0.6098122116477322,0.06893550839866847,0.5997834663746615,0.3269728592524311,0.5221706552630739,0.3028033150917261,18.0
0.38752509763254844,0.729543727817272,0.6600254773412947,0.6999008651274597,0.7831339230070032,0.46420280918930484,0.3144726000658638,0.43057695600068396,0.5337923522926808,0.6405630030165347,0.4179529263062203,0.8664754835807468,0.525925925925926,0.9133217208695333,0.8256932056954506,0.9371956679199712,0.8479651745061586,0.8777777777777764,0.872053872053872,0.7542087542087555,0.39389978213507604,0.3333333333333333,0.5074074074074074,0.0,0.0,0.28400609558432893,0.35761806771726984,0.2281617728982918,0.3467018527440236,0.20477101352849858,0.28162382960664173,0.3160493827160495,0.4290518114802781,0.6666666666666666,0.0,1.0,0.6261547051523192,0.925830566370004,0.754083624019767,0.9139919845680139,0.8289085520385217,0.7787168741824281,0.7133011585248243,0.6987205336564424,0.5511105199964986,0.3703451243942826,0.5200914731268317,0.20192328097596632,12.0
